ID,CityID,BookingChannelId,NameEN,NameAR,CityNameEN,CityNameAR,MobileNo,PhoneNumber,Fax,Address,CoordinateLongitude,CoordinateLatitude,CountryCode,DistanceToOriginBranch,Name,WorkingHours,Channel,WorkingHoursList/0/Id,WorkingHoursList/0/Day,WorkingHoursList/0/StartTime,WorkingHoursList/0/EndTime,WorkingHoursList/0/Is24Hours,WorkingHoursList/0/IsDayOff,WorkingHoursList/1/Id,WorkingHoursList/1/Day,WorkingHoursList/1/StartTime,WorkingHoursList/1/EndTime,WorkingHoursList/1/Is24Hours,WorkingHoursList/1/IsDayOff,WorkingHoursList/2/Id,WorkingHoursList/2/Day,WorkingHoursList/2/StartTime,WorkingHoursList/2/EndTime,WorkingHoursList/2/Is24Hours,WorkingHoursList/2/IsDayOff,WorkingHoursList/3/Id,WorkingHoursList/3/Day,WorkingHoursList/3/StartTime,WorkingHoursList/3/EndTime,WorkingHoursList/3/Is24Hours,WorkingHoursList/3/IsDayOff,WorkingHoursList/4/Id,WorkingHoursList/4/Day,WorkingHoursList/4/StartTime,WorkingHoursList/4/EndTime,WorkingHoursList/4/Is24Hours,WorkingHoursList/4/IsDayOff,WorkingHoursList/5/Id,WorkingHoursList/5/Day,WorkingHoursList/5/StartTime,WorkingHoursList/5/EndTime,WorkingHoursList/5/Is24Hours,WorkingHoursList/5/IsDayOff,WorkingHoursList/6/Id,WorkingHoursList/6/Day,WorkingHoursList/6/StartTime,WorkingHoursList/6/EndTime,WorkingHoursList/6/Is24Hours,WorkingHoursList/6/IsDayOff,ParameterName,Success,Warning,StatusMessage,WarningMessage,WorkingHoursList/7/Id,WorkingHoursList/7/Day,WorkingHoursList/7/StartTime,WorkingHoursList/7/EndTime,WorkingHoursList/7/Is24Hours,WorkingHoursList/7/IsDayOff,WorkingHoursList/8/Id,WorkingHoursList/8/Day,WorkingHoursList/8/StartTime,WorkingHoursList/8/EndTime,WorkingHoursList/8/Is24Hours,WorkingHoursList/8/IsDayOff,WorkingHoursList/9/Id,WorkingHoursList/9/Day,WorkingHoursList/9/StartTime,WorkingHoursList/9/EndTime,WorkingHoursList/9/Is24Hours,WorkingHoursList/9/IsDayOff,WorkingHoursList/10/Id,WorkingHoursList/10/Day,WorkingHoursList/10/StartTime,WorkingHoursList/10/EndTime,WorkingHoursList/10/Is24Hours,WorkingHoursList/10/IsDayOff,WorkingHoursList/11/Id,WorkingHoursList/11/Day,WorkingHoursList/11/StartTime,WorkingHoursList/11/EndTime,WorkingHoursList/11/Is24Hours,WorkingHoursList/11/IsDayOff,WorkingHoursList/12/Id,WorkingHoursList/12/Day,WorkingHoursList/12/StartTime,WorkingHoursList/12/EndTime,WorkingHoursList/12/Is24Hours,WorkingHoursList/12/IsDayOff,WorkingHoursList/13/Id,WorkingHoursList/13/Day,WorkingHoursList/13/StartTime,WorkingHoursList/13/EndTime,WorkingHoursList/13/Is24Hours,WorkingHoursList/13/IsDayOff
26,28,0,Abha Airport,,Abha,,8001000014,8001000014,-,"Abha Airport,Abha",42.656171,18.235641,1,,Abha Airport,u003cdivu003eFriday: 24 hours Thursday: 24 hours Wednesday: 24 hours Tuesday: 24 hours Monday: 24 hours Sunday: 24 hours Saturday: 24 hours.u003c/divu003e,,0,283,,,TRUE,FALSE,0,282,,,TRUE,FALSE,0,281,,,TRUE,FALSE,0,280,,,TRUE,FALSE,0,279,,,TRUE,FALSE,0,278,,,TRUE,FALSE,0,277,,,TRUE,FALSE,abha-airport,FALSE,FALSE,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,78,0,Abhur Al Junoobiyah- Jeddah,,Jeddah,,8001000014,8001000014,-,"Abhur Al Junoobiyah- Jeddah,Jeddah",39.148167,21.745722,1,,Abhur Al Junoobiyah- Jeddah,u003cdivu003eSaturday : 08:00 - 23:59  Sunday : 08:00 - 23:59  Monday : 08:00 - 23:59  Tuesday : 08:00 - 23:59  Wednesday : 08:00 - 23:59  Thursday : 08:00 - 23:59  Friday : 15:00 - 23:59 u003c/divu003e,,0,277,08:00:00,23:59:00,FALSE,FALSE,0,278,08:00:00,23:59:00,FALSE,FALSE,0,279,08:00:00,23:59:00,FALSE,FALSE,0,280,08:00:00,23:59:00,FALSE,FALSE,0,281,08:00:00,23:59:00,FALSE,FALSE,0,282,08:00:00,23:59:00,FALSE,FALSE,0,283,15:00:00,23:59:00,FALSE,FALSE,abhur-al-junoobiyah-jeddah,FALSE,FALSE,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,82,0,Abu Hadriya branch,,Dammam,,8001000014,8001000014,-,"Abu Hadriya branch,Dammam",50.018185,26.397074,1,,Abu Hadriya branch,u003cdivu003eSaturday : 08:00 - 23:59  Sunday : 08:00 - 23:59  Monday : 08:00 - 23:59  Tuesday : 08:00 - 23:59  Wednesday : 08:00 - 23:59  Thursday : 08:00 - 23:59  Friday : 15:00 - 23:59 u003c/divu003e,,0,277,08:00:00,23:59:00,FALSE,FALSE,0,278,08:00:00,23:59:00,FALSE,FALSE,0,279,08:00:00,23:59:00,FALSE,FALSE,0,280,08:00:00,23:59:00,FALSE,FALSE,0,281,08:00:00,23:59:00,FALSE,FALSE,0,282,08:00:00,23:59:00,FALSE,FALSE,0,283,15:00:00,23:59:00,FALSE,FALSE,abu-hadriya-branch,FALSE,FALSE,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,80,0,Ad Darb - Ad Darb,,Jizan,,8001000014,8001000014,-,"Ad Darb - Ad Darb,Jizan",42.254101,17.729614,1,,Ad Darb - Ad Darb,u003cdivu003eSaturday : 08:00 - 23:59  Sunday : 08:00 - 23:59  Monday : 08:00 - 23:59  Tuesday : 08:00 - 23:59  Wednesday : 08:00 - 23:59  Thursday : 08:00 - 23:59  Friday : 15:00 - 23:59 u003c/divu003e,,0,277,08:00:00,23:59:00,FALSE,FALSE,0,278,08:00:00,23:59:00,FALSE,FALSE,0,279,08:00:00,23:59:00,FALSE,FALSE,0,280,08:00:00,23:59:00,FALSE,FALSE,0,281,08:00:00,23:59:00,FALSE,FALSE,0,282,08:00:00,23:59:00,FALSE,FALSE,0,283,15:00:00,23:59:00,FALSE,FALSE,ad-darb-ad-darb,FALSE,FALSE,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,80,0,Ahad Al Mosarihah,,Jizan,,8001000014,8001000014,-,"Ahad Al Mosarihah,Jizan",42.946642,16.713366,1,,Ahad Al Mosarihah,u003cdivu003eSaturday : 08:00 - 23:59  Sunday : 08:00 - 23:59  Monday : 08:00 - 23:59  Tuesday : 08:00 - 23:59  Wednesday : 08:00 - 23:59  Thursday : 08:00 - 23:59  Friday : 15:00 - 23:59 u003c/divu003e,,0,277,08:00:00,23:59:00,FALSE,FALSE,0,278,08:00:00,23:59:00,FALSE,FALSE,0,279,08:00:00,23:59:00,FALSE,FALSE,0,280,08:00:00,23:59:00,FALSE,FALSE,0,281,08:00:00,23:59:00,FALSE,FALSE,0,282,08:00:00,23:59:00,FALSE,FALSE,0,283,15:00:00,23:59:00,FALSE,FALSE,ahad-al-mosarihah,FALSE,FALSE,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1,0,Al Ahmadyah - Riyadh,,Riyadh,,8001000014,8001000014,-,"Al Ahmadyah - Riyadh,Riyadh",46.622334,24.635344,1,,Al Ahmadyah - Riyadh,u003cdivu003eSaturday : 12:00 - 23:59  Sunday : 12:00 - 23:59  Monday : 12:00 - 23:59  Tuesday : 12:00 - 23:59  Wednesday : 12:00 - 23:59  Thursday : 12:00 - 23:59 u003c/divu003e,,0,277,12:00:00,23:59:00,FALSE,FALSE,0,278,12:00:00,23:59:00,FALSE,FALSE,0,279,12:00:00,23:59:00,FALSE,FALSE,0,280,12:00:00,23:59:00,FALSE,FALSE,0,281,12:00:00,23:59:00,FALSE,FALSE,0,282,12:00:00,23:59:00,FALSE,FALSE,,,,,,,al-ahmadyah-riyadh,FALSE,FALSE,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1,0,Al Aqiq - Riyadh,,Riyadh,,8001000014,8001000014,-,"Al Aqiq - Riyadh,Riyadh",46.626275,24.791584,1,,Al Aqiq - Riyadh,u003cdivu003eSaturday : 12:00 - 23:59  Sunday : 12:00 - 23:59  Monday : 12:00 - 23:59  Tuesday : 12:00 - 23:59  Wednesday : 12:00 - 23:59  Thursday : 12:00 - 23:59 u003c/divu003e,,0,277,12:00:00,23:59:00,FALSE,FALSE,0,278,12:00:00,23:59:00,FALSE,FALSE,0,279,12:00:00,23:59:00,FALSE,FALSE,0,280,12:00:00,23:59:00,FALSE,FALSE,0,281,12:00:00,23:59:00,FALSE,FALSE,0,282,12:00:00,23:59:00,FALSE,FALSE,,,,,,,al-aqiq-riyadh,FALSE,FALSE,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,83,0,Al Aziziyah - Al Madina,,Al Madena,,8001000014,8001000014,-,"Al Aziziyah - Al Madina,Al Madena",39.532603,24.423694,1,,Al Aziziyah - Al Madina,u003cdivu003eSaturday : 12:00 - 23:59  Sunday : 12:00 - 23:59  Monday : 12:00 - 23:59  Tuesday : 12:00 - 23:59  Wednesday : 12:00 - 23:59  Thursday : 12:00 - 23:59 u003c/divu003e,,0,277,12:00:00,23:59:00,FALSE,FALSE,0,278,12:00:00,23:59:00,FALSE,FALSE,0,279,12:00:00,23:59:00,FALSE,FALSE,0,280,12:00:00,23:59:00,FALSE,FALSE,0,281,12:00:00,23:59:00,FALSE,FALSE,0,282,12:00:00,23:59:00,FALSE,FALSE,,,,,,,al-aziziyah-al-madina,FALSE,FALSE,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,175,0,Al Aziziyah - AlUla,,alula,,8001000014,8001000014,-,"Al Aziziyah - AlUla,alula",37.957801,26.549289,1,,Al Aziziyah - AlUla,u003cdivu003eSaturday : 08:00 - 23:59  Sunday : 08:00 - 23:59  Monday : 08:00 - 23:59  Tuesday : 08:00 - 23:59  Wednesday : 08:00 - 23:59  Thursday : 08:00 - 23:59  Friday : 15:00 - 23:59 u003c/divu003e,,0,277,08:00:00,23:59:00,FALSE,FALSE,0,278,08:00:00,23:59:00,FALSE,FALSE,0,279,08:00:00,23:59:00,FALSE,FALSE,0,280,08:00:00,23:59:00,FALSE,FALSE,0,281,08:00:00,23:59:00,FALSE,FALSE,0,282,08:00:00,23:59:00,FALSE,FALSE,0,283,15:00:00,23:59:00,FALSE,FALSE,al-aziziyah-alula,FALSE,FALSE,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,78,0,Al Aziziyah - Jeddah,,Jeddah,,8001000014,8001000014,-,"Al Aziziyah - Jeddah,Jeddah",39.204635,21.547749,1,,Al Aziziyah - Jeddah,u003cdivu003eSaturday : 08:00 - 23:59  Sunday : 08:00 - 23:59  Monday : 08:00 - 23:59  Tuesday : 08:00 - 23:59  Wednesday : 08:00 - 23:59  Thursday : 08:00 - 23:59  Friday : 15:00 - 23:59 u003c/divu003e,,0,277,08:00:00,23:59:00,FALSE,FALSE,0,278,08:00:00,23:59:00,FALSE,FALSE,0,279,08:00:00,23:59:00,FALSE,FALSE,0,280,08:00:00,23:59:00,FALSE,FALSE,0,281,08:00:00,23:59:00,FALSE,FALSE,0,282,08:00:00,23:59:00,FALSE,FALSE,0,283,15:00:00,23:59:00,FALSE,FALSE,al-aziziyah-jeddah,FALSE,FALSE,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
