Branches/Id,Branches/Title,Branches/DisplayName,Branches/Telephone,Branches/Fax,Branches/WorkingHours,Branches/Email,Branches/Categories/0/Id,Branches/Categories/0/Title,Branches/Categories/0/Name,Branches/Categories/0/childItem,Branches/Categories/0/OriginalContentId,Branches/Categories/0/highlightedClass,Branches/Categories/0/Ordinal,Branches/Categories/0/Url,Branches/Categories/1/Id,Branches/Categories/1/Title,Branches/Categories/1/Name,Branches/Categories/1/childItem,Branches/Categories/1/OriginalContentId,Branches/Categories/1/highlightedClass,Branches/Categories/1/Ordinal,Branches/Categories/1/Url,Branches/Categories/2/Id,Branches/Categories/2/Title,Branches/Categories/2/Name,Branches/Categories/2/childItem,Branches/Categories/2/OriginalContentId,Branches/Categories/2/highlightedClass,Branches/Categories/2/Ordinal,Branches/Categories/2/Url,Branches/Categories/3/Id,Branches/Categories/3/Title,Branches/Categories/3/Name,Branches/Categories/3/childItem,Branches/Categories/3/OriginalContentId,Branches/Categories/3/highlightedClass,Branches/Categories/3/Ordinal,Branches/Categories/3/Url,Branches/Categories/4/Id,Branches/Categories/4/Title,Branches/Categories/4/Name,Branches/Categories/4/childItem,Branches/Categories/4/OriginalContentId,Branches/Categories/4/highlightedClass,Branches/Categories/4/Ordinal,Branches/Categories/4/Url,Branches/Categories/5/Id,Branches/Categories/5/Title,Branches/Categories/5/Name,Branches/Categories/5/childItem,Branches/Categories/5/OriginalContentId,Branches/Categories/5/highlightedClass,Branches/Categories/5/Ordinal,Branches/Categories/5/Url,Branches/State/Id,Branches/State/OriginalContentId,Branches/State/Title,Branches/State/Url,Branches/State/Areas/0/Id,Branches/State/Areas/0/OriginalContentId,Branches/State/Areas/0/Title,Branches/CountryCode,Branches/City,Branches/Zip,Branches/Street,Branches/Latitude,Branches/Longitude,Branches/Distance,Categories/0/Id,Categories/0/Title,Categories/0/Name,Categories/0/childItem,Categories/0/OriginalContentId,Categories/0/highlightedClass,Categories/0/Ordinal,Categories/0/Url
4d9c54b5-8e57-4d15-83ec-1ed68afe1a18,Al Maktoum Branch,Al Maktoum Branch,+97146092222,,Monday to Thursday & Saturday 8:00 AM - 2:00 PM. Friday 7:15 AM - 12:15 PM ,contactus@dib.ae,aa05efa7-3f7d-4b07-9753-715677c6d735,Business Banking Hub,,,00000000-0000-0000-0000-000000000000,,0,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,3eaed5dc-562f-4aef-b7d1-44f64d53fbf2,CDM/CCDM,,,00000000-0000-0000-0000-000000000000,,0,,5ca2bc66-3e11-4f1e-9e2d-65ef750252b8,Express Banking Terminal,,,00000000-0000-0000-0000-000000000000,,0,,7c55c8f5-2679-4622-9230-e07f24d39b95,Branch,,,00000000-0000-0000-0000-000000000000,,0,,43c92a69-ac52-41a6-b97d-947371b10efc,Johara,,,00000000-0000-0000-0000-000000000000,,0,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,f6c55a9c-2072-408c-abd2-8373c22f64bd,67e53901-c831-4cc2-8087-768b445d9953,Port Saeed,,,,,25.25786,55.328728,0,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,1,atm
c3ed76ec-12f1-4e25-8b6b-82e02c08de79,Mall of UAQ,Mall of UAQ,+97146092222,,"Monday to Thursday & Saturday 1st – Shift (Full Banking Services) 9:00 AM - 3:30 PM 2nd – Shift (No cash services, only sales activity) 3:30 PM - 9:00 PM. Friday 3:30 PM - 9:00 PM ",contactus@dib.ae,eedf6437-b4f8-4755-b92f-8bedf486e391,Wajaha Centre,,,00000000-0000-0000-0000-000000000000,,0,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,3eaed5dc-562f-4aef-b7d1-44f64d53fbf2,CDM/CCDM,,,00000000-0000-0000-0000-000000000000,,0,,7c55c8f5-2679-4622-9230-e07f24d39b95,Branch,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,8f327687-ab58-4275-bc60-89c43581e4a9,00000000-0000-0000-0000-000000000000,Umm Al Quwain,,a4aa1cdc-6624-4faa-b762-18054c01043a,ecbb1d88-6e17-44f7-8055-3aae2ff80180,Al Haditha,,,,,25.52107,55.54380100000003,0,7c55c8f5-2679-4622-9230-e07f24d39b95,Branch,,,00000000-0000-0000-0000-000000000000,,2,branch
0bba6197-e5d7-4587-b82c-048abca8b5e0,Al Doori Super Market,Al Doori Super Market,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,0dd64052-1977-4047-af99-8ab49ef1044d,761d12d0-55fa-435d-8fd2-28c1e21ad457,Hor Al Anz East,,,,,25.282962,55.351755000000026,0,3eaed5dc-562f-4aef-b7d1-44f64d53fbf2,CDM/CCDM,,,00000000-0000-0000-0000-000000000000,,3,cdm-ccdm
dab5c955-0b25-4488-8535-5eba00bccb6e,United Hyper Market,United Hyper Market,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,aa779818-571d-482f-9c02-c0527abd3ecb,5038c03e-6475-49eb-bd0b-0e88a734b957,Hor Al Anz,,,,,25.27254722,55.330325000000016,0,03fa4a48-8b84-49e4-87b5-cb11e6358165,Private Banking Centre,,,00000000-0000-0000-0000-000000000000,,4,private-banking-centre
3ceebef0-5b67-4a6e-9bde-001ed8f01b91,"Lulu Hypermarket, Zakher","Lulu Hypermarket, Zakher",+97146092222,,"24 Hours a Day, 7 Days a Week",contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,8e3aa3b8-8ab3-4c3e-b1b5-59eccee1507d,Branch Services,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf321ea7-232d-4437-bc3b-d92a06f53630,00000000-0000-0000-0000-000000000000,Al Ain,,f8f0822f-a988-4835-8312-7deca54d4ee4,a73f7aa6-4fe9-4de8-80df-b08d757c1b3a,Zakher,,,,,24.1349333,55.695964799999956,0,5ca2bc66-3e11-4f1e-9e2d-65ef750252b8,Express Banking Terminal,,,00000000-0000-0000-0000-000000000000,,5,express-banking-terminal
d26d664b-41ff-45d8-9004-00e30abdb96e,Dubai Festival City Mall Branch,Dubai Festival City Mall Branch,+97146092222,,Monday to Thursday & Saturday 10:00 AM - 4:00 PM. Friday 3:30 PM - 9:00 PM,contactus@dib.ae,aa05efa7-3f7d-4b07-9753-715677c6d735,Business Banking Hub,,,00000000-0000-0000-0000-000000000000,,0,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,3eaed5dc-562f-4aef-b7d1-44f64d53fbf2,CDM/CCDM,,,00000000-0000-0000-0000-000000000000,,0,,7c55c8f5-2679-4622-9230-e07f24d39b95,Branch,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,279c17ab-e497-4f37-974a-fd862f72d123,5a625568-3971-4291-a970-5813fbe50283,Dubai Festival City,,,,,25.22254194,55.35516278,0,eedf6437-b4f8-4755-b92f-8bedf486e391,Wajaha Centre,,,00000000-0000-0000-0000-000000000000,,6,wajaha-centre
1ae76e43-1dee-4054-a551-01b5dd9d0e32,"Sapphire Mall, Dubai Industrial City","Sapphire Mall, Dubai Industrial City",+97146092222,,"24 Hours a Day, 7 Days a Week",contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,aeac7534-249b-411d-b0a5-8650aff47453,58d75732-17df-4327-a519-83cfeab20f38,Dubai Industrial City,,,,,24.852196,55.05821300000002,0,43c92a69-ac52-41a6-b97d-947371b10efc,Johara,,,00000000-0000-0000-0000-000000000000,,31,johara
724c0453-b231-4238-a6a1-05f0d29b362e,Al Safa Center 2,Al Safa Center,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf321ea7-232d-4437-bc3b-d92a06f53630,00000000-0000-0000-0000-000000000000,Al Ain,,8ba17780-70b0-466c-a7c5-3140d4c8f3de,fe83e7ea-fe86-46fc-b705-b2b26d637d36,Al Jimi,,,,,24.24248333,55.73045277999995,0,aa05efa7-3f7d-4b07-9753-715677c6d735,Business Banking Hub,,,00000000-0000-0000-0000-000000000000,,32,business-banking-hub
56553665-c5f2-4261-b11f-06310a9eb82e,Al Khaleej Center,Al Khaleej Center,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,54a5e0f1-bd44-49a2-b053-6cbb3293109e,7811da5e-c3d7-4396-8790-7240fa51cd80,Al Raffa,,,,,25.25694444,55.29472222000004,0,cbbcdb77-42df-40e9-8f79-6486b5132acf,Solutions Hub ,,,00000000-0000-0000-0000-000000000000,,33,solutions-hub
7c565d9b-e5be-4e87-9eee-066bf64a995e,Super Bonanza Hypermarket,Super Bonanza Hypermarket,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,d35d116e-b1eb-4b0a-9e0f-e28b9f26e298,61ef0c1a-f814-4551-a782-8fa1187e4c53,Al Quoz Industrial Area 2,,,,,25.132119,55.246534999999994,0,7148fdaa-19c0-4af2-b54a-049d974d5ae9,Sales and Services,,,00000000-0000-0000-0000-000000000000,,34,sales-and-services
6e4814e9-acea-494f-9d75-097ffa5724fe,"Carefive Supermarket, Mussafah Ind. Area M10","Carefive Supermarket, Mussafah Ind. Area M10",+97146092222,,"24 Hours a Day, 7 Days a Week",contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,8e3aa3b8-8ab3-4c3e-b1b5-59eccee1507d,Branch Services,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e839f4c-cc2f-4826-8369-bf8e36ec6a10,00000000-0000-0000-0000-000000000000,Abu Dhabi,,635cbab8-2171-4009-b2c8-6e785a43dd22,50675ce7-3f76-48c3-b7dc-9a2faa1b1993,Mussafah  M-10,,,,,24.369423,54.51068399999997,0,,,,,,,,
9009386a-4441-4949-8492-09a8b84e3e23,Safeer Mall_2,Safeer Mall,+97146092222,,,contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be92b46c-c0c6-47df-8aa9-4cf4912d936f,00000000-0000-0000-0000-000000000000,Fujairah,,ba489474-8dd8-4d5b-81cf-a8180b9536be,4bfa33b6-bf0f-4b45-8874-4a6f714341a7,Municiaplity,,,,,25.127337,56.33517299999994,0,,,,,,,,
b1a4bf57-a33d-43bb-8b44-09e80cb49bff,Al Madam Branch,Al Madam Branch,+97146092222,,Monday to Thursday & Saturday 8:00 AM - 2:00 PM. Friday 7:15 AM - 11:30 AM ,contactus@dib.ae,7c55c8f5-2679-4622-9230-e07f24d39b95,Branch,,,00000000-0000-0000-0000-000000000000,,0,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,3eaed5dc-562f-4aef-b7d1-44f64d53fbf2,CDM/CCDM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,a844758a-113e-4700-86f6-9f03d61299ba,00000000-0000-0000-0000-000000000000,Sharjah,,c363d3d2-33b2-4945-b97d-3551ec83b51c,23ed93bc-4f21-4182-a698-3be85fa6b570,Al Madam,,,,,24.91988611,55.76705277999997,0,,,,,,,,
891a3b31-1420-4c44-94d8-0a44efd54744,Shaklan Hypermarket Sonapur,Shaklan Hypermarket Sonapur,+97146092222,,"24 Hours a Day, 7 Days a Week",contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,e7fc7791-65d8-4700-99b6-0261dba6173f,e0f8918a-8fd3-4c76-8808-c82dfa1650d1,Muhaisnah 2,,,,,25.265041,55.432882,0,,,,,,,,
fb02a97f-0872-4947-a3dc-0a54330fec09,Dubai Hills Mall,Dubai Hills Mall,+97146092222,,"24 Hours a Day, 7 Days a Week",contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,19098156-65cc-4d24-ae30-9dd742b04e13,18111d91-62bf-4068-91a0-cbe7123b4dbe,Dubai Hills,,,,,25.101694,55.23997,0,,,,,,,,
